intersect_bp,jaccard,max_containment,f_query_match,f_match_query,match_filename,match_name,match_md5,match_bp,query_filename,query_name,query_md5,query_bp
460000,0.0005029796074572194,0.004920312332869826,0.004920312332869826,0.0005599376765020936,GCA_000382605.1.fna,,f8d0f4c8,93490000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
3820000,0.004647484640184926,0.8988235294117647,0.8988235294117647,0.004649917226604343,GCA_002928325.1.fna,,a79ac191,4250000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
1230000,0.0014900421572903038,0.23699421965317918,0.23699421965317918,0.0014972246567338593,GCA_002928355.1.fna,,faaad7ff,5190000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
1150000,0.0013925721412915803,0.2113970588235294,0.2113970588235294,0.0013998441912552342,GCA_002928365.1.fna,,491c7c35,5440000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
1290000,0.0015623486096308498,0.23669724770642203,0.23669724770642203,0.001570260005842828,GCA_011752515.1.fna,,5ff02c7c,5450000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
10000,1.2073940813542133e-05,0.001488095238095238,0.001488095238095238,1.2172558184828123e-05,GCA_011752535.1.fna,,5618546d,6720000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
1230000,0.0014900421572903038,0.23699421965317918,0.23699421965317918,0.0014972246567338593,GCA_011752575.1.fna,,faaad7ff,5190000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
10000,1.209292201274594e-05,0.0018450184501845018,0.0018450184501845018,1.2172558184828123e-05,GCA_011752615.1.fna,,75037606,5420000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
740000,0.0008953743027575109,0.13005272407732865,0.13005272407732865,0.0009007693056772812,GCA_011752625.1.fna,,efd871c1,5690000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
1170000,0.0014173056655885452,0.22674418604651161,0.22674418604651161,0.0014241893076248904,GCA_011752635.1.fna,,dea459ea,5160000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
3570000,0.0043429600253035204,0.8771498771498771,0.8771498771498771,0.0043456032719836404,GCA_011752675.1.fna,,68400367,4070000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
140000,0.0001692661105065893,0.024475524475524476,0.024475524475524476,0.00017041581458759374,GCA_011752685.1.fna,,5effad17,5720000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
180000,0.00021767522855898998,0.03225806451612903,0.03225806451612903,0.00021910604732690623,GCA_011752715.1.fna,,3f9535a0,5580000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
180000,0.00021767522855898998,0.03225806451612903,0.03225806451612903,0.00021910604732690623,GCA_011752735.1.fna,,3f9535a0,5580000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
90000,0.00010891005239783633,0.018218623481781375,0.018218623481781375,0.00010955302366345311,GCA_011752745.1.fna,,e9ee7271,4940000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
