intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
1850000,0.0010519193263167472,0.5167597765363129,0.0010519193263167472,0.0010519193263167472,,,,GCA_011753235.1.fna,input_sig/GCA_011753235.1.fna.k51.sig,f7337aa93ac767847d1e1e7f22ac5c16,0.5167597765363129,1850000,0,1280000,11231.6.197619.GTGGCC.fastq.gz.abundtrim,,8759887c,1758690000
280000,0.00015920941155064282,0.05761316872427984,0.00015920941155064282,0.00015920941155064282,,,,GCF_011044475.1.fna,input_sig/GCF_011044475.1.fna.k51.sig,0a3a4ba8cd342941787f000be36b100e,0.05761316872427984,280000,1,1000000,11231.6.197619.GTGGCC.fastq.gz.abundtrim,,8759887c,1758690000
250000,0.00014215126031307394,0.00194325689856199,0.00014215126031307394,0.00014215126031307394,,,,GCA_022457215.1.fna,input_sig/GCA_022457215.1.fna.k51.sig,61a8610e5b1824da60ba94cea13b0942,0.00194325689856199,250000,2,750000,11231.6.197619.GTGGCC.fastq.gz.abundtrim,,8759887c,1758690000
220000,0.00012509310907550506,0.047109207708779445,0.00012509310907550506,0.00012509310907550506,,,,GCA_011752845.1.fna,input_sig/GCA_011752845.1.fna.k51.sig,04760ff86fa214b2a2b4772ac5a1949f,0.047109207708779445,220000,3,530000,11231.6.197619.GTGGCC.fastq.gz.abundtrim,,8759887c,1758690000
140000,7.960470577532141e-05,0.03294117647058824,7.960470577532141e-05,7.960470577532141e-05,,,,GCA_002928325.1.fna,input_sig/GCA_002928325.1.fna.k51.sig,a79ac191490384b6201aa780a4f57d89,0.03294117647058824,140000,4,390000,11231.6.197619.GTGGCC.fastq.gz.abundtrim,,8759887c,1758690000
50000,2.8430252062614786e-05,0.0040453074433656954,2.8430252062614786e-05,2.8430252062614786e-05,,,,GCF_000003835.1_ASM383v1_genomic.fna,input_sig/GCF_000003835.1_ASM383v1_genomic.fna.k51.sig,a09f43e4823c1bc3f62be4b5f5e5f110,0.0040453074433656954,50000,5,340000,11231.6.197619.GTGGCC.fastq.gz.abundtrim,,8759887c,1758690000
40000,2.2744201650091828e-05,0.0012030075187969924,2.2744201650091828e-05,2.2744201650091828e-05,,,,GCF_004154835.1_ASM415483v1_genomic.fna,input_sig/GCF_004154835.1_ASM415483v1_genomic.fna.k51.sig,197542d2b8c3580e904a6f39b2c5ea54,0.0012030075187969924,40000,6,300000,11231.6.197619.GTGGCC.fastq.gz.abundtrim,,8759887c,1758690000
30000,1.7058151237568874e-05,0.0057361376673040155,1.7058151237568874e-05,1.7058151237568874e-05,,,,GCA_011752755.1.fna,input_sig/GCA_011752755.1.fna.k51.sig,c2868438784822e8695b601a78d105d3,0.0057361376673040155,30000,7,270000,11231.6.197619.GTGGCC.fastq.gz.abundtrim,,8759887c,1758690000
30000,1.7058151237568874e-05,0.0037267080745341614,1.7058151237568874e-05,1.7058151237568874e-05,,,,GCA_011752985.1.fna,input_sig/GCA_011752985.1.fna.k51.sig,2163b024cf1f98114e733c6a4cb9f03d,0.0037267080745341614,30000,8,240000,11231.6.197619.GTGGCC.fastq.gz.abundtrim,,8759887c,1758690000
30000,1.7058151237568874e-05,0.0038535645472061657,1.1372100825045914e-05,1.1372100825045914e-05,,,,GCA_002928355.1.fna,input_sig/GCA_002928355.1.fna.k51.sig,faaad7ff39d4b3a81d3e732c46e191be,0.005780346820809248,20000,9,220000,11231.6.197619.GTGGCC.fastq.gz.abundtrim,,8759887c,1758690000
30000,1.7058151237568874e-05,0.0015772870662460567,1.1372100825045914e-05,1.1372100825045914e-05,,,,GCF_000182765.1_ASM18276v2_genomic.fna,input_sig/GCF_000182765.1_ASM18276v2_genomic.fna.k51.sig,05169088a30c70a3681614588e567939,0.002365930599369085,20000,10,200000,11231.6.197619.GTGGCC.fastq.gz.abundtrim,,8759887c,1758690000
20000,1.1372100825045914e-05,0.0027359781121751026,1.1372100825045914e-05,1.1372100825045914e-05,,,,GCF_003290485.1_ASM329048v1_genomic.fna,input_sig/GCF_003290485.1_ASM329048v1_genomic.fna.k51.sig,4a6141005d6c5a12249a62e2f60b41af,0.0027359781121751026,20000,11,180000,11231.6.197619.GTGGCC.fastq.gz.abundtrim,,8759887c,1758690000
20000,1.1372100825045914e-05,0.000441306266548985,1.1372100825045914e-05,1.1372100825045914e-05,,,,GCF_900067095.1_F._proliferatum_ET1_version_1_genomic.fna,input_sig/GCF_900067095.1_F._proliferatum_ET1_version_1_genomic.fna.k51.sig,30f69fb9f5521b19460cff41a8e8e8ad,0.000441306266548985,20000,12,160000,11231.6.197619.GTGGCC.fastq.gz.abundtrim,,8759887c,1758690000
