intersect_bp,jaccard,max_containment,f_query_match,f_match_query,match_filename,match_name,match_md5,match_bp,query_filename,query_name,query_md5,query_bp
7500000,0.0627300100368016,0.22341376228775692,0.08022248368809498,0.22341376228775692,GCA_000382605.1.fna,,f8d0f4c8,93490000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
30000,0.0007668711656441718,0.005376344086021506,0.005376344086021506,0.0008936550491510277,GCA_011752715.1.fna,,3f9535a0,5580000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
30000,0.0007668711656441718,0.005376344086021506,0.005376344086021506,0.0008936550491510277,GCA_011752735.1.fna,,3f9535a0,5580000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
40000,0.0010319917440660474,0.0076481835564053535,0.0076481835564053535,0.0011915400655347036,GCA_011752755.1.fna,,c2868438,5230000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
10000,0.00025348542458808617,0.001697792869269949,0.001697792869269949,0.0002978850163836759,GCA_011753195.1.fna,,90bbfc5c,5890000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
40000,0.0009132420091324201,0.0038948393378773127,0.0038948393378773127,0.0011915400655347036,GCA_011754595.1.fna,,e1e75b9f,10270000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
16370000,0.11223860130270827,0.48763777182007745,0.1272444617178391,0.48763777182007745,GCA_022457215.1.fna,,61a8610e,128650000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
10000,0.00013287270794578793,0.0002978850163836759,0.00023980815347721823,0.0002978850163836759,GCF_000143535.2_ASM14353v4_genomic.fna,,496342ef,41700000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
10000,0.00014549687181725592,0.0002978850163836759,0.0002843332385555871,0.0002978850163836759,GCF_000146945.2_ASM14694v2_genomic.fna,,4d573901,35170000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
10000,0.00015328019619865113,0.0003156565656565657,0.0003156565656565657,0.0002978850163836759,GCF_000264995.1_Punctularia_strigosozonata_v1.0_genomic.fna,,34412c73,31680000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
10000,0.00014168319637291018,0.0002978850163836759,0.0002701242571582928,0.0002978850163836759,GCF_002849105.1_Aspste1_genomic.fna,,d04c2dda,37020000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
40000,0.0010240655401945725,0.007233273056057866,0.007233273056057866,0.0011915400655347036,GCF_009648975.1.fna,,23562a2a,5530000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
10000,0.00016792611251049538,0.00038476337052712584,0.00038476337052712584,0.0002978850163836759,GCF_010015585.1_Erebi1_genomic.fna,,175e4869,25990000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
10000,0.0002602811035918792,0.00205761316872428,0.00205761316872428,0.0002978850163836759,GCF_011044475.1.fna,,0a3a4ba8,4860000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
10000,0.0001329964090969544,0.0002978850163836759,0.00024021138601969732,0.0002978850163836759,GCF_013461495.1_Bfra_R1V1_genomic.fna,,f491ae68,41630000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
10000,0.00013073604392731077,0.0002978850163836759,0.00023293733985557886,0.0002978850163836759,GCF_014898295.1_ASM1489829v1_genomic.fna,,76f442a1,42930000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
10000,0.00010752688172043011,0.0002978850163836759,0.00016823687752355316,0.0002978850163836759,GCF_014898435.1_ASM1489843v1_genomic.fna,,b9756e50,59440000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
10000,0.00012794268167860799,0.0002978850163836759,0.0002242152466367713,0.0002978850163836759,GCF_014898465.1_ASM1489846v1_genomic.fna,,7e64f726,44600000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
10000,0.00013003901170351105,0.0002978850163836759,0.00023073373327180433,0.0002978850163836759,GCF_014898535.1_ASM1489853v1_genomic.fna,,f245068f,43340000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
30000,0.0004892367906066536,0.0010799136069114472,0.0010799136069114472,0.0008936550491510277,ICBG2047.fna,,731bd216,27780000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
10000,0.00016123831022250886,0.00035137034434293746,0.00035137034434293746,0.0002978850163836759,ICBG731.fna,,214eb090,28460000,FG3.fastq.gz.abundtrim,,10bb2fe3,33570000
