intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
20220000,0.022377900992728843,0.15717061795569373,0.022377900992728843,0.022377900992728843,,,,GCA_022457215.1.fna,input_sig/GCA_022457215.1.fna.k51.sig,61a8610e5b1824da60ba94cea13b0942,0.15717061795569373,20220000,0,12820000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
4090000,0.004526489369943668,0.8415637860082305,0.004526489369943668,0.004526489369943668,,,,GCF_011044475.1.fna,input_sig/GCF_011044475.1.fna.k51.sig,0a3a4ba8cd342941787f000be36b100e,0.8415637860082305,4090000,1,8730000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
3350000,0.0037075157431078944,0.40312876052948254,0.0037075157431078944,0.0037075157431078944,,,,GCA_011753045.1.fna,input_sig/GCA_011753045.1.fna.k51.sig,7b878cd72981707a942b35d7c2904ac8,0.40312876052948254,3350000,2,5380000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
10650000,0.011786579899731068,0.025029414910685634,0.0025897274145887978,0.0025897274145887978,,,,GCA_000382605.1.fna,input_sig/GCA_000382605.1.fna.k51.sig,f8d0f4c8aeaf1197cd6a346e63a4192c,0.11391592683709488,2340000,3,3040000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
1770000,0.001958896377701783,0.20491803278688525,0.00166008167601846,0.00166008167601846,,,,GCA_011753085.1.fna,input_sig/GCA_011753085.1.fna.k51.sig,3017937ecd1c380344c7c1062832e2f7,0.24180327868852458,1500000,4,1540000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
550000,0.000608696614540102,0.11133603238866396,0.000608696614540102,0.000608696614540102,,,,GCA_011752745.1.fna,input_sig/GCA_011752745.1.fna.k51.sig,e9ee7271a108a5cb0d4a949cda15c65f,0.11133603238866396,550000,5,990000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
350000,0.00038735239107097404,0.08235294117647059,0.00038735239107097404,0.00038735239107097404,,,,GCA_002928325.1.fna,input_sig/GCA_002928325.1.fna.k51.sig,a79ac191490384b6201aa780a4f57d89,0.08235294117647059,350000,6,640000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
210000,0.00023241143464258442,0.03640256959314775,0.00018814258994875882,0.00018814258994875882,,,,GCA_011752845.1.fna,input_sig/GCA_011752845.1.fna.k51.sig,04760ff86fa214b2a2b4772ac5a1949f,0.044967880085653104,170000,7,470000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
130000,0.00014387374525493321,0.021505376344086023,0.0001328065340814768,0.0001328065340814768,,,,GCA_011752715.1.fna,input_sig/GCA_011752715.1.fna.k51.sig,3f9535a0c8ccbf51c0959fa59f2f6024,0.023297491039426525,120000,8,350000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
80000,8.853768938765121e-05,0.019464720194647202,8.853768938765121e-05,8.853768938765121e-05,,,,GCA_011753255.1.fna,input_sig/GCA_011753255.1.fna.k51.sig,2267779531016036abfee16cf279733c,0.019464720194647202,80000,9,270000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
60000,6.64032670407384e-05,0.007339449541284404,4.4268844693825605e-05,4.4268844693825605e-05,,,,GCA_011752515.1.fna,input_sig/GCA_011752515.1.fna.k51.sig,5ff02c7c8a39597507e8ab1bf06be035,0.011009174311926606,40000,10,230000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
320000,0.00035415075755060484,0.007371007371007371,3.32016335203692e-05,3.32016335203692e-05,,,,GCA_011752675.1.fna,input_sig/GCA_011752675.1.fna.k51.sig,684003673069dd77e08162eee740329b,0.07862407862407862,30000,11,200000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
110000,0.00012173932290802041,0.0038240917782026767,2.2134422346912802e-05,2.2134422346912802e-05,,,,GCA_011752755.1.fna,input_sig/GCA_011752755.1.fna.k51.sig,c2868438784822e8695b601a78d105d3,0.021032504780114723,20000,12,180000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
20000,2.2134422346912802e-05,0.000441306266548985,2.2134422346912802e-05,2.2134422346912802e-05,,,,GCF_900067095.1_F._proliferatum_ET1_version_1_genomic.fna,input_sig/GCF_900067095.1_F._proliferatum_ET1_version_1_genomic.fna.k51.sig,30f69fb9f5521b19460cff41a8e8e8ad,0.000441306266548985,20000,13,160000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
60000,6.64032670407384e-05,0.0007199424046076314,2.2134422346912802e-05,2.2134422346912802e-05,,,,ICBG2047.fna,input_sig/ICBG2047.fna.k51.sig,731bd2168ec0e826ecdc9dd777c6936e,0.0021598272138228943,20000,14,140000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
40000,4.4268844693825605e-05,0.001838235294117647,1.1067211173456401e-05,1.1067211173456401e-05,,,,GCA_002928365.1.fna,input_sig/GCA_002928365.1.fna.k51.sig,491c7c35d5b8bd48b204845fe4dd6ed2,0.007352941176470588,10000,15,130000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
10000,1.1067211173456401e-05,0.0019011406844106464,1.1067211173456401e-05,1.1067211173456401e-05,,,,GCA_011752525.1.fna,input_sig/GCA_011752525.1.fna.k51.sig,62b7c670149ad2b3502356dab10500b2,0.0019011406844106464,10000,16,120000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
20000,2.2134422346912802e-05,0.0017574692442882249,1.1067211173456401e-05,1.1067211173456401e-05,,,,GCA_011752625.1.fna,input_sig/GCA_011752625.1.fna.k51.sig,efd871c192ddb1665cf4f4d8d38070f1,0.0035149384885764497,10000,17,110000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
30000,3.32016335203692e-05,0.0017482517482517483,1.1067211173456401e-05,1.1067211173456401e-05,,,,GCA_011752685.1.fna,input_sig/GCA_011752685.1.fna.k51.sig,5effad1723a84a98ceb21c3cc914f5a7,0.005244755244755245,10000,18,100000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
10000,1.1067211173456401e-05,0.002793296089385475,1.1067211173456401e-05,1.1067211173456401e-05,,,,GCA_011753235.1.fna,input_sig/GCA_011753235.1.fna.k51.sig,f7337aa93ac767847d1e1e7f22ac5c16,0.002793296089385475,10000,19,90000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
10000,1.1067211173456401e-05,0.0011376564277588168,1.1067211173456401e-05,1.1067211173456401e-05,,,,GCF_000181695.1_ASM18169v1_genomic.fna,input_sig/GCF_000181695.1_ASM18169v1_genomic.fna.k51.sig,60ae9c0d97a7cab16cbac04d5260dc41,0.0011376564277588168,10000,20,80000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
10000,1.1067211173456401e-05,0.00030211480362537764,1.1067211173456401e-05,1.1067211173456401e-05,,,,GCF_000836435.1_Fons_mult_CBS_102226_V1_genomic.fna,input_sig/GCF_000836435.1_Fons_mult_CBS_102226_V1_genomic.fna.k51.sig,96d28c3a41f828ef203f29ca9d2be29c,0.00030211480362537764,10000,21,70000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
10000,1.1067211173456401e-05,0.0002844141069397042,1.1067211173456401e-05,1.1067211173456401e-05,,,,GCF_001204775.2_ASM120477v2_genomic.fna,input_sig/GCF_001204775.2_ASM120477v2_genomic.fna.k51.sig,9f75e5172cd1b426be52ec2a1abe589c,0.0002844141069397042,10000,22,60000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
10000,1.1067211173456401e-05,0.00032362459546925567,1.1067211173456401e-05,1.1067211173456401e-05,,,,GCF_001299255.1_ASM129925v1_genomic.fna,input_sig/GCF_001299255.1_ASM129925v1_genomic.fna.k51.sig,96dd5e4f35e588f3cadb3f954abdfc51,0.00032362459546925567,10000,23,50000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
10000,1.1067211173456401e-05,0.0003061849357011635,1.1067211173456401e-05,1.1067211173456401e-05,,,,GCF_001642055.1_Altal1_genomic.fna,input_sig/GCF_001642055.1_Altal1_genomic.fna.k51.sig,2c5419dc8960d398213ff62e0bb354e0,0.0003061849357011635,10000,24,40000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
10000,1.1067211173456401e-05,0.00020403999183840033,1.1067211173456401e-05,1.1067211173456401e-05,,,,GCF_001831195.1_CORC01_genomic.fna,input_sig/GCF_001831195.1_CORC01_genomic.fna.k51.sig,e45774aaf2bf5ce65102588bf9f787a0,0.00020403999183840033,10000,25,30000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
10000,1.1067211173456401e-05,0.00023255813953488373,1.1067211173456401e-05,1.1067211173456401e-05,,,,GCF_012971845.1_ASM1297184v1_genomic.fna,input_sig/GCF_012971845.1_ASM1297184v1_genomic.fna.k51.sig,8110f51340ecb91eeb632f1e8640b4a6,0.00023255813953488373,10000,26,20000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
30000,3.32016335203692e-05,0.000343878954607978,1.1067211173456401e-05,1.1067211173456401e-05,,,,ICBG2046.fna,input_sig/ICBG2046.fna.k51.sig,b78f627e07f6ed1f8804e5e6856012a2,0.0010316368638239339,10000,27,10000,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
10000,1.1067211173456401e-05,0.00025290844714213456,1.1067211173456401e-05,1.1067211173456401e-05,,,,ICBG710.fna,input_sig/ICBG710.fna.k51.sig,ef35e7abbed70a4fc93eab4dd93f4735,0.00025290844714213456,10000,28,0,11231.5.197616.GTAGAG.fastq.gz.abundtrim,,a41f1278,903570000
