intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
3820000,0.004649917226604343,0.8988235294117647,0.004649917226604343,0.004649917226604343,,,,GCA_002928325.1.fna,input_sig/GCA_002928325.1.fna.k51.sig,a79ac191490384b6201aa780a4f57d89,0.8988235294117647,3820000,0,5080000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
1290000,0.001570260005842828,0.23119266055045873,0.0015337423312883436,0.0015337423312883436,,,,GCA_011752515.1.fna,input_sig/GCA_011752515.1.fna.k51.sig,5ff02c7c8a39597507e8ab1bf06be035,0.23669724770642203,1260000,1,3820000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
1010000,0.0012294283766676405,0.007850757870190439,0.0012294283766676405,0.0012294283766676405,,,,GCA_022457215.1.fna,input_sig/GCA_022457215.1.fna.k51.sig,61a8610e5b1824da60ba94cea13b0942,0.007850757870190439,1010000,2,2810000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
740000,0.0009007693056772812,0.12126537785588752,0.0008399065147531405,0.0008399065147531405,,,,GCA_011752625.1.fna,input_sig/GCA_011752625.1.fna.k51.sig,efd871c192ddb1665cf4f4d8d38070f1,0.13005272407732865,690000,3,2120000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
610000,0.0007425260492745155,0.12345679012345678,0.0007303534910896875,0.0007303534910896875,,,,GCF_011044475.1.fna,input_sig/GCF_011044475.1.fna.k51.sig,0a3a4ba8cd342941787f000be36b100e,0.12551440329218108,600000,4,1520000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
3570000,0.0043456032719836404,0.10073710073710074,0.000499074885577953,0.000499074885577953,,,,GCA_011752675.1.fna,input_sig/GCA_011752675.1.fna.k51.sig,684003673069dd77e08162eee740329b,0.8771498771498771,410000,5,1110000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
1170000,0.0014241893076248904,0.05813953488372093,0.00036517674554484373,0.00036517674554484373,,,,GCA_011752635.1.fna,input_sig/GCA_011752635.1.fna.k51.sig,dea459ea695d83936aaf965dce2796cc,0.22674418604651161,300000,6,810000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
180000,0.00021910604732690623,0.03046594982078853,0.0002069334891420781,0.0002069334891420781,,,,GCA_011752715.1.fna,input_sig/GCA_011752715.1.fna.k51.sig,3f9535a0c8ccbf51c0959fa59f2f6024,0.03225806451612903,170000,7,640000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
1230000,0.0014972246567338593,0.028901734104046242,0.00018258837277242187,0.00018258837277242187,,,,GCA_002928355.1.fna,input_sig/GCA_002928355.1.fna.k51.sig,faaad7ff39d4b3a81d3e732c46e191be,0.23699421965317918,150000,8,490000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
90000,0.00010955302366345311,0.018218623481781375,0.00010955302366345311,0.00010955302366345311,,,,GCA_011752745.1.fna,input_sig/GCA_011752745.1.fna.k51.sig,e9ee7271a108a5cb0d4a949cda15c65f,0.018218623481781375,90000,9,400000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
1150000,0.0013998441912552342,0.012867647058823529,8.520790729379687e-05,8.520790729379687e-05,,,,GCA_002928365.1.fna,input_sig/GCA_002928365.1.fna.k51.sig,491c7c35d5b8bd48b204845fe4dd6ed2,0.2113970588235294,70000,10,330000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
460000,0.0005599376765020936,0.0003208899347523799,3.651767455448437e-05,3.651767455448437e-05,,,,GCA_000382605.1.fna,input_sig/GCA_000382605.1.fna.k51.sig,f8d0f4c8aeaf1197cd6a346e63a4192c,0.004920312332869826,30000,11,300000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
40000,4.869023273931249e-05,0.0050933786078098476,3.651767455448437e-05,3.651767455448437e-05,,,,GCA_011753195.1.fna,input_sig/GCA_011753195.1.fna.k51.sig,90bbfc5c2318e31fec02b8e44dbfdc01,0.006791171477079796,30000,12,270000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
150000,0.00018258837277242187,0.0029211295034079843,3.651767455448437e-05,3.651767455448437e-05,,,,GCA_011754595.1.fna,input_sig/GCA_011754595.1.fna.k51.sig,e1e75b9fd106ad836bc8bd8ba287b265,0.014605647517039922,30000,13,240000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
30000,3.651767455448437e-05,0.0008194482381862879,3.651767455448437e-05,3.651767455448437e-05,,,,GCF_016861625.1_AkawachiiIFO4308_assembly01_genomic.fna,input_sig/GCF_016861625.1_AkawachiiIFO4308_assembly01_genomic.fna.k51.sig,6e59b9d0387ee39d742cf34323f36756,0.0008194482381862879,30000,14,210000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
140000,0.00017041581458759374,0.0034965034965034965,2.4345116369656246e-05,2.4345116369656246e-05,,,,GCA_011752685.1.fna,input_sig/GCA_011752685.1.fna.k51.sig,5effad1723a84a98ceb21c3cc914f5a7,0.024475524475524476,20000,15,190000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
20000,2.4345116369656246e-05,0.0029985007496251873,2.4345116369656246e-05,2.4345116369656246e-05,,,,GCA_011752945.1.fna,input_sig/GCA_011752945.1.fna.k51.sig,231cbdcc552fc7bc7453e646a626c502,0.0029985007496251873,20000,16,170000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
20000,2.4345116369656246e-05,0.0027359781121751026,2.4345116369656246e-05,2.4345116369656246e-05,,,,GCF_003290485.1_ASM329048v1_genomic.fna,input_sig/GCF_003290485.1_ASM329048v1_genomic.fna.k51.sig,4a6141005d6c5a12249a62e2f60b41af,0.0027359781121751026,20000,17,150000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
20000,2.4345116369656246e-05,0.000441306266548985,2.4345116369656246e-05,2.4345116369656246e-05,,,,GCF_900067095.1_F._proliferatum_ET1_version_1_genomic.fna,input_sig/GCF_900067095.1_F._proliferatum_ET1_version_1_genomic.fna.k51.sig,30f69fb9f5521b19460cff41a8e8e8ad,0.000441306266548985,20000,18,130000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
10000,1.2172558184828123e-05,0.001488095238095238,1.2172558184828123e-05,1.2172558184828123e-05,,,,GCA_011752535.1.fna,input_sig/GCA_011752535.1.fna.k51.sig,5618546d027b1a0040b6bff7a67cfa3d,0.001488095238095238,10000,19,120000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
40000,4.869023273931249e-05,0.0020491803278688526,1.2172558184828123e-05,1.2172558184828123e-05,,,,GCA_011752765.1.fna,input_sig/GCA_011752765.1.fna.k51.sig,322a110ddebb8f27ed5fd5487c6dd109,0.00819672131147541,10000,20,110000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
30000,3.651767455448437e-05,0.002183406113537118,1.2172558184828123e-05,1.2172558184828123e-05,,,,GCA_011752835.1.fna,input_sig/GCA_011752835.1.fna.k51.sig,2a5f74a708a3490ec0509732f872d84f,0.006550218340611353,10000,21,100000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
10000,1.2172558184828123e-05,0.0012422360248447205,1.2172558184828123e-05,1.2172558184828123e-05,,,,GCA_011752985.1.fna,input_sig/GCA_011752985.1.fna.k51.sig,2163b024cf1f98114e733c6a4cb9f03d,0.0012422360248447205,10000,22,90000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
10000,1.2172558184828123e-05,0.0001585791309863622,1.2172558184828123e-05,1.2172558184828123e-05,,,,GCF_000003855.2_BD_SLH14081_V1_genomic.fna,input_sig/GCF_000003855.2_BD_SLH14081_V1_genomic.fna.k51.sig,f137ed71b11cf376c5981aea4e48e93e,0.0001585791309863622,10000,23,80000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
10000,1.2172558184828123e-05,0.0011376564277588168,1.2172558184828123e-05,1.2172558184828123e-05,,,,GCF_000181695.1_ASM18169v1_genomic.fna,input_sig/GCF_000181695.1_ASM18169v1_genomic.fna.k51.sig,60ae9c0d97a7cab16cbac04d5260dc41,0.0011376564277588168,10000,24,70000,11231.6.197619.GTGAAA.fastq.gz.abundtrim,,56010bf5,821520000
