contig	cluster	completeness	purity	coverage_stddev	gc_content_stddev	coverage	gc_content	length	superkingdom	phylum	class	order	family	genus	species	taxid	x_1	x_2
scaffold00054	bin_0001	89.92805755395683	96.8	6.085081451419883	4.674977753024887	12.17883220651506	57.04240934234788	40675	bacteria	proteobacteria	alphaproteobacteria	hyphomicrobiales	unclassified	candidatus_tokpelaia	candidatus_tokpelaia_sp.	2233777	5.724771903086592	-32.123816426209295
scaffold00058	bin_0001	89.92805755395683	96.8	6.085081451419883	4.674977753024887	12.284212669568095	54.70209462726833	39291	bacteria	proteobacteria	alphaproteobacteria	hyphomicrobiales	unclassified	candidatus_tokpelaia	candidatus_tokpelaia_sp.	2233777	5.6972378979033484	-32.086722110997435
scaffold00136	bin_0001	89.92805755395683	96.8	6.085081451419883	4.674977753024887	11.41206338388141	54.08076333276538	29345	bacteria	proteobacteria	alphaproteobacteria	hyphomicrobiales	unclassified	candidatus_tokpelaia	candidatus_tokpelaia_sp.	2233777	5.342094290575099	-31.47819124859298
scaffold00148	bin_0001	89.92805755395683	96.8	6.085081451419883	4.674977753024887	11.747995903520852	56.11116996857012	28317	bacteria	proteobacteria	alphaproteobacteria	hyphomicrobiales	unclassified	candidatus_tokpelaia	candidatus_tokpelaia_sp.	2233777	5.599645360750491	-31.91181664797736
scaffold00161	bin_0001	89.92805755395683	96.8	6.085081451419883	4.674977753024887	11.978823102070468	57.49364329822012	27530	bacteria	proteobacteria	alphaproteobacteria	hyphomicrobiales	unclassified	candidatus_tokpelaia	candidatus_tokpelaia_sp.	2233777	5.690821349515438	-32.06500851562335
scaffold00164	bin_0001	89.92805755395683	96.8	6.085081451419883	4.674977753024887	12.951780660810762	57.32661986842589	27209	bacteria	proteobacteria	alphaproteobacteria	hyphomicrobiales	unclassified	candidatus_tokpelaia	candidatus_tokpelaia_sp.	2233777	5.6933484567659365	-32.065531955044484
scaffold00178	bin_0001	89.92805755395683	96.8	6.085081451419883	4.674977753024887	10.926902153091715	54.81955405716037	26102	bacteria	proteobacteria	alphaproteobacteria	hyphomicrobiales	unclassified	candidatus_tokpelaia	candidatus_tokpelaia_sp.	2233777	5.612631161429778	-31.932986960331064
scaffold00198	bin_0001	89.92805755395683	96.8	6.085081451419883	4.674977753024887	11.46668826697987	57.802438135352965	24691	bacteria	proteobacteria	alphaproteobacteria	hyphomicrobiales	unclassified	candidatus_tokpelaia	candidatus_tokpelaia_sp.	2233777	5.635208113924825	-31.96272762859184
scaffold00203	bin_0001	89.92805755395683	96.8	6.085081451419883	4.674977753024887	21.61661628951883	42.91724532309452	24482	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	erwiniaceae	pantoea	pantoea_ananatis	553	-5.503364101926986	-27.440608260939705
scaffold00220	bin_0001	89.92805755395683	96.8	6.085081451419883	4.674977753024887	11.496969186731771	58.107425492507154	23756	bacteria	proteobacteria	alphaproteobacteria	hyphomicrobiales	unclassified	candidatus_tokpelaia	candidatus_tokpelaia_sp.	2233777	5.714135152352639	-32.10137842457125
