contig	cluster	completeness	purity	coverage_stddev	gc_content_stddev	coverage	gc_content	length	superkingdom	phylum	class	order	family	genus	species	taxid	x_1	x_2
scaffold00013	bin_0001	91.36690647482014	96.8503937007874	2.7312486187572405	1.6769084142350792	16.463907036521366	59.40166363214451	56022	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	acetobacteraceae	asaia	asaia_bogorensis	91915	-21.24507697661312	4.1722634052487
scaffold00014	bin_0001	91.36690647482014	96.8503937007874	2.7312486187572405	1.6769084142350792	17.449534610434426	60.371938594691386	53611	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	acetobacteraceae	asaia	unclassified	91914	-21.26868157100914	4.2150903998828815
scaffold00015	bin_0001	91.36690647482014	96.8503937007874	2.7312486187572405	1.6769084142350792	20.47957122011449	59.23784936580986	53454	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	acetobacteraceae	asaia	asaia_bogorensis	91915	-20.39699096476784	3.4204169287484443
scaffold00017	bin_0002	61.15107913669065	98.82352941176471	1.3593981121896288	1.6978204334716698	8.802184276336355	68.02907158487027	51184	bacteria	actinobacteria	actinomycetia	corynebacteriales	mycobacteriaceae	mycobacterium	unclassified	1763	2.8796412664581217	26.890207152522763
scaffold00020	bin_0002	61.15107913669065	98.82352941176471	1.3593981121896288	1.6978204334716698	8.850466074138305	70.1257316280078	46130	bacteria	actinobacteria	actinomycetia	sporichthyales	sporichthyaceae	sporichthya	sporichthya_polymorpha	35751	2.93160649884914	26.885648395919727
scaffold00022	bin_0002	61.15107913669065	98.82352941176471	1.3593981121896288	1.6978204334716698	8.355351585404357	69.886338009111	44342	bacteria	actinobacteria	actinomycetia	unclassified	unclassified	unclassified	unclassified	1760	3.0268493433109915	26.79938294807468
scaffold00023	bin_0002	61.15107913669065	98.82352941176471	1.3593981121896288	1.6978204334716698	8.68001484849891	69.07104078697044	43102	bacteria	actinobacteria	actinomycetia	unclassified	unclassified	unclassified	unclassified	1760	2.994167913855514	26.813174584602734
scaffold00025	bin_0001	91.36690647482014	96.8503937007874	2.7312486187572405	1.6769084142350792	18.460520945864843	61.69007322050174	41655	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	acetobacteraceae	asaia	asaia_bogorensis	91915	-21.537217539231733	4.669523321459833
scaffold00026	bin_0002	61.15107913669065	98.82352941176471	1.3593981121896288	1.6978204334716698	9.028945654533612	69.92787707745374	41457	bacteria	actinobacteria	unclassified	unclassified	unclassified	unclassified	unclassified	201174	2.940293028029276	26.88054876091253
scaffold00028	bin_0001	91.36690647482014	96.8503937007874	2.7312486187572405	1.6769084142350792	20.047052380003983	57.48605855407289	40168	bacteria	proteobacteria	alphaproteobacteria	rhodospirillales	acetobacteraceae	asaia	asaia_astilbis	610244	-19.274609887188515	2.168588307302633
