contig	cluster	completeness	purity	coverage_stddev	gc_content_stddev	coverage	gc_content	length	superkingdom	phylum	class	order	family	genus	species	taxid	x_1	x_2
scaffold00007	bin_0001	35.25179856115108	100.0	3.2551116453893707	2.7481572284757365	9.025665441668774	39.56792786895002	67211	bacteria	proteobacteria	gammaproteobacteria	moraxellales	moraxellaceae	acinetobacter	acinetobacter_sp._neg1	1561068	20.025732924531937	-9.231579579696886
scaffold00049	bin_0001	35.25179856115108	100.0	3.2551116453893707	2.7481572284757365	18.778280542986423	45.2731634729266	32929	bacteria	proteobacteria	gammaproteobacteria	enterobacterales	enterobacteriaceae	raoultella	raoultella_planticola	575	20.09045455293238	-3.095354206300559
scaffold00052	bin_0001	35.25179856115108	100.0	3.2551116453893707	2.7481572284757365	9.057759177770256	42.58854663507401	32497	bacteria	proteobacteria	gammaproteobacteria	moraxellales	moraxellaceae	acinetobacter	unclassified	469	18.97981131562129	-9.527812445553131
scaffold00066	bin_0001	35.25179856115108	100.0	3.2551116453893707	2.7481572284757365	8.624679278847799	41.9486161951353	29231	bacteria	proteobacteria	gammaproteobacteria	moraxellales	moraxellaceae	acinetobacter	acinetobacter_ursingii	108980	19.089647825606352	-9.608394118865156
scaffold00067	bin_0001	35.25179856115108	100.0	3.2551116453893707	2.7481572284757365	8.893217843815263	42.79502892943955	29209	bacteria	proteobacteria	gammaproteobacteria	moraxellales	moraxellaceae	acinetobacter	unclassified	469	18.76538899046261	-9.63694886263935
scaffold00079	bin_0001	35.25179856115108	100.0	3.2551116453893707	2.7481572284757365	9.121542699724518	37.48760330578512	27225	bacteria	proteobacteria	gammaproteobacteria	moraxellales	moraxellaceae	acinetobacter	unclassified	469	21.87642226397155	-8.065652909618846
scaffold00082	bin_0001	35.25179856115108	100.0	3.2551116453893707	2.7481572284757365	7.778073482664301	41.87181193169217	27054	bacteria	proteobacteria	gammaproteobacteria	moraxellales	moraxellaceae	acinetobacter	unclassified	469	19.12944265505426	-9.79384072085417
scaffold00091	bin_0001	35.25179856115108	100.0	3.2551116453893707	2.7481572284757365	8.570714258240702	39.75922150851956	25999	bacteria	proteobacteria	gammaproteobacteria	moraxellales	moraxellaceae	acinetobacter	unclassified	469	19.894497438661155	-9.478608421197416
scaffold00103	bin_0001	35.25179856115108	100.0	3.2551116453893707	2.7481572284757365	8.491336187922686	43.207011084877344	24989	bacteria	proteobacteria	gammaproteobacteria	moraxellales	moraxellaceae	acinetobacter	unclassified	469	18.650208844694497	-9.502493670996454
scaffold00107	bin_0001	35.25179856115108	100.0	3.2551116453893707	2.7481572284757365	8.538414708389139	43.98717480417225	24639	bacteria	proteobacteria	gammaproteobacteria	moraxellales	moraxellaceae	acinetobacter	unclassified	469	18.694454223306288	-9.981905699948854
