intersect_bp,jaccard,max_containment,f_query_match,f_match_query,match_filename,match_name,match_md5,match_bp,query_filename,query_name,query_md5,query_bp
160000,0.0006909656244601831,0.0017114129853460264,0.0017114129853460264,0.001157491137958475,GCA_000382605.1.fna,,f8d0f4c8,93490000,1119568.scaffolds.fasta,,b32eca37,138230000
3330000,0.02393100970176069,0.7835294117647059,0.7835294117647059,0.02409028430876076,GCA_002928325.1.fna,,a79ac191,4250000,1119568.scaffolds.fasta,,b32eca37,138230000
300000,0.002096143096702068,0.057803468208092484,0.057803468208092484,0.0021702958836721407,GCA_002928355.1.fna,,faaad7ff,5190000,1119568.scaffolds.fasta,,b32eca37,138230000
270000,0.0018828451882845188,0.04963235294117647,0.04963235294117647,0.0019532662953049267,GCA_002928365.1.fna,,491c7c35,5440000,1119568.scaffolds.fasta,,b32eca37,138230000
300000,0.002092342028176873,0.05504587155963303,0.05504587155963303,0.0021702958836721407,GCA_011752515.1.fna,,5ff02c7c,5450000,1119568.scaffolds.fasta,,b32eca37,138230000
10000,6.899406651028011e-05,0.001488095238095238,0.001488095238095238,7.234319612240469e-05,GCA_011752535.1.fna,,5618546d,6720000,1119568.scaffolds.fasta,,b32eca37,138230000
300000,0.002096143096702068,0.057803468208092484,0.057803468208092484,0.0021702958836721407,GCA_011752575.1.fna,,faaad7ff,5190000,1119568.scaffolds.fasta,,b32eca37,138230000
10000,6.961849067112225e-05,0.0018450184501845018,0.0018450184501845018,7.234319612240469e-05,GCA_011752615.1.fna,,75037606,5420000,1119568.scaffolds.fasta,,b32eca37,138230000
230000,0.0016006681049481524,0.040421792618629174,0.040421792618629174,0.0016638935108153079,GCA_011752625.1.fna,,efd871c1,5690000,1119568.scaffolds.fasta,,b32eca37,138230000
310000,0.002166620072686609,0.060077519379844964,0.060077519379844964,0.0022426390797945454,GCA_011752635.1.fna,,dea459ea,5160000,1119568.scaffolds.fasta,,b32eca37,138230000
3020000,0.021682940838598508,0.742014742014742,0.742014742014742,0.021847645228966216,GCA_011752675.1.fna,,68400367,4070000,1119568.scaffolds.fasta,,b32eca37,138230000
90000,0.0006256082302238288,0.015734265734265736,0.015734265734265736,0.0006510887651016422,GCA_011752685.1.fna,,5effad17,5720000,1119568.scaffolds.fasta,,b32eca37,138230000
30000,0.0002086521073862846,0.005376344086021506,0.005376344086021506,0.00021702958836721407,GCA_011752715.1.fna,,3f9535a0,5580000,1119568.scaffolds.fasta,,b32eca37,138230000
30000,0.0002086521073862846,0.005376344086021506,0.005376344086021506,0.00021702958836721407,GCA_011752735.1.fna,,3f9535a0,5580000,1119568.scaffolds.fasta,,b32eca37,138230000
10000,6.985191394244202e-05,0.0020242914979757085,0.0020242914979757085,7.234319612240469e-05,GCA_011752745.1.fna,,e9ee7271,4940000,1119568.scaffolds.fasta,,b32eca37,138230000
20000,0.00013943112102621306,0.0038240917782026767,0.0038240917782026767,0.00014468639224480938,GCA_011752755.1.fna,,c2868438,5230000,1119568.scaffolds.fasta,,b32eca37,138230000
10000,6.986655488017886e-05,0.002036659877800407,0.002036659877800407,7.234319612240469e-05,GCA_011752815.1.fna,,ff3e1930,4910000,1119568.scaffolds.fasta,,b32eca37,138230000
10000,7.002801120448179e-05,0.002183406113537118,0.002183406113537118,7.234319612240469e-05,GCA_011752835.1.fna,,2a5f74a7,4580000,1119568.scaffolds.fasta,,b32eca37,138230000
10000,6.988608568034104e-05,0.002053388090349076,0.002053388090349076,7.234319612240469e-05,GCA_011752855.1.fna,,f74384a2,4870000,1119568.scaffolds.fasta,,b32eca37,138230000
10000,6.988120195667365e-05,0.0020491803278688526,0.0020491803278688526,7.234319612240469e-05,GCA_011752865.1.fna,,0a5d5582,4880000,1119568.scaffolds.fasta,,b32eca37,138230000
