intersect_bp,jaccard,max_containment,f_query_match,f_match_query,match_filename,match_name,match_md5,match_bp,query_filename,query_name,query_md5,query_bp
7740000,0.038398571215954753,0.08278960316611403,0.08278960316611403,0.06682783629770334,GCA_000382605.1.fna,,f8d0f4c8,93490000,1119564.scaffolds.fasta,,509570d5,115820000
30000,0.00024991669443518826,0.007058823529411765,0.007058823529411765,0.0002590226213089276,GCA_002928325.1.fna,,a79ac191,4250000,1119564.scaffolds.fasta,,509570d5,115820000
20000,0.00016530291759649557,0.0038535645472061657,0.0038535645472061657,0.0001726817475392851,GCA_002928355.1.fna,,faaad7ff,5190000,1119564.scaffolds.fasta,,509570d5,115820000
20000,0.0001649620587264929,0.003676470588235294,0.003676470588235294,0.0001726817475392851,GCA_002928365.1.fna,,491c7c35,5440000,1119564.scaffolds.fasta,,509570d5,115820000
20000,0.00016494845360824742,0.003669724770642202,0.003669724770642202,0.0001726817475392851,GCA_011752515.1.fna,,5ff02c7c,5450000,1119564.scaffolds.fasta,,509570d5,115820000
20000,0.00016530291759649557,0.0038535645472061657,0.0038535645472061657,0.0001726817475392851,GCA_011752575.1.fna,,faaad7ff,5190000,1119564.scaffolds.fasta,,509570d5,115820000
10000,8.248783304462591e-05,0.0018450184501845018,0.0018450184501845018,8.634087376964255e-05,GCA_011752615.1.fna,,75037606,5420000,1119564.scaffolds.fasta,,509570d5,115820000
10000,8.23045267489712e-05,0.0017574692442882249,0.0017574692442882249,8.634087376964255e-05,GCA_011752625.1.fna,,efd871c1,5690000,1119564.scaffolds.fasta,,509570d5,115820000
20000,0.00016534391534391533,0.003875968992248062,0.003875968992248062,0.0001726817475392851,GCA_011752635.1.fna,,dea459ea,5160000,1119564.scaffolds.fasta,,509570d5,115820000
20000,0.00016684741803620588,0.004914004914004914,0.004914004914004914,0.0001726817475392851,GCA_011752675.1.fna,,68400367,4070000,1119564.scaffolds.fasta,,509570d5,115820000
20000,0.00016458196181698485,0.0034965034965034965,0.0034965034965034965,0.0001726817475392851,GCA_011752685.1.fna,,5effad17,5720000,1119564.scaffolds.fasta,,509570d5,115820000
10000,8.237910865804432e-05,0.0017921146953405018,0.0017921146953405018,8.634087376964255e-05,GCA_011752715.1.fna,,3f9535a0,5580000,1119564.scaffolds.fasta,,509570d5,115820000
10000,8.237910865804432e-05,0.0017921146953405018,0.0017921146953405018,8.634087376964255e-05,GCA_011752735.1.fna,,3f9535a0,5580000,1119564.scaffolds.fasta,,509570d5,115820000
10000,8.261731658955717e-05,0.0019120458891013384,0.0019120458891013384,8.634087376964255e-05,GCA_011752755.1.fna,,c2868438,5230000,1119564.scaffolds.fasta,,509570d5,115820000
10000,8.28363154406892e-05,0.002036659877800407,0.002036659877800407,8.634087376964255e-05,GCA_011752815.1.fna,,ff3e1930,4910000,1119564.scaffolds.fasta,,509570d5,115820000
10000,8.306337735692334e-05,0.002183406113537118,0.002183406113537118,8.634087376964255e-05,GCA_011752835.1.fna,,2a5f74a7,4580000,1119564.scaffolds.fasta,,509570d5,115820000
10000,8.286377195889956e-05,0.002053388090349076,0.002053388090349076,8.634087376964255e-05,GCA_011752855.1.fna,,f74384a2,4870000,1119564.scaffolds.fasta,,509570d5,115820000
10000,8.285690612312537e-05,0.0020491803278688526,0.0020491803278688526,8.634087376964255e-05,GCA_011752865.1.fna,,0a5d5582,4880000,1119564.scaffolds.fasta,,509570d5,115820000
10000,8.073631519457452e-05,0.0012422360248447205,0.0012422360248447205,8.634087376964255e-05,GCA_011752985.1.fna,,2163b024,8050000,1119564.scaffolds.fasta,,509570d5,115820000
10000,8.063865817272801e-05,0.0012195121951219512,0.0012195121951219512,8.634087376964255e-05,GCA_011753035.1.fna,,f9a0dfd9,8200000,1119564.scaffolds.fasta,,509570d5,115820000
180000,0.0014521984671238403,0.021660649819494584,0.021660649819494584,0.001554135727853566,GCA_011753045.1.fna,,7b878cd7,8310000,1119564.scaffolds.fasta,,509570d5,115820000
10000,8.077544426494346e-05,0.0012515644555694619,0.0012515644555694619,8.634087376964255e-05,GCA_011753075.1.fna,,ed17eed3,7990000,1119564.scaffolds.fasta,,509570d5,115820000
360000,0.0029320736276266493,0.04918032786885246,0.04918032786885246,0.003108271455707132,GCA_011753085.1.fna,,3017937e,7320000,1119564.scaffolds.fasta,,509570d5,115820000
180000,0.0014525500322788896,0.021739130434782608,0.021739130434782608,0.001554135727853566,GCA_011753135.1.fna,,68009c3d,8280000,1119564.scaffolds.fasta,,509570d5,115820000
180000,0.0014526672584940683,0.02176541717049577,0.02176541717049577,0.001554135727853566,GCA_011753145.1.fna,,6761aa32,8270000,1119564.scaffolds.fasta,,509570d5,115820000
