intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
8181000,0.059372527959010386,0.009735101938333645,0.059372527959010386,0.059372527959010386,,,,GCA_002180455.1_ASM218045v1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,d956f9f6a1df8936ddc8a86ff740ca56,0.009735101938333645,8181000,0,11180000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
2992000,0.021714045184373434,0.00559855582037426,0.013774484545434753,0.013774484545434753,,,,GCA_002573525.1_SJ18_v1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,c6856d9aba99d13739b57ee6a09aa7c2,0.00882554215730231,1898000,1,9282000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
1770000,0.012845541435942841,0.003300774153611916,0.012460900929668846,0.012460900929668846,,,,GCA_023376185.1_v1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,224c62fd568fb581780bfe68067845a6,0.0034026617658084396,1717000,2,7565000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
1535000,0.011140059945860035,0.003763786590868562,0.010109513683767444,0.010109513683767444,,,,GCA_022530915.1_ASM2253091v1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,8c4f4903b390fb6b329e8ed3eee665ca,0.004147460457274403,1393000,3,6172000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
2631000,0.01909413532088453,0.0018988237179104756,0.008084707999796794,0.008084707999796794,,,,GCA_002813485.1_ASM281348v1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,552dccd73e76599a21f769da83fc9f08,0.004484564813126088,1114000,4,5058000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
3162000,0.02294779775166738,0.0006113023309282464,0.006560660710786626,0.006560660710786626,,,,GCA_021461685.1_ASM2146168v1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,2a21ee2ea96dab2ed61840693100701d,0.0021382057194636226,904000,5,4154000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
1397000,0.010138543155939067,0.00016395294186228682,0.005878468114753503,0.005878468114753503,,,,GCA_014338645.1_ASM1433864v1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,b404ebeeb8c725b1bf7e86a81b3eeac0,0.0002827682219526107,810000,6,3344000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
1608000,0.01166984781299214,0.0013715727456953821,0.0037085150699247412,0.0037085150699247412,,,,GCA_009867345.1_ASM986734v1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,e634882be6ebe1736bb645a200a7bf3e,0.004316025391542415,511000,7,2833000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
548000,0.003977037687512247,0.001527241927792802,0.0033238745636507464,0.0033238745636507464,,,,GCA_003254925.1_ASM325492v1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,73a901abe080a83f6c433d60ffaeb5b4,0.0018273549703721735,458000,8,2375000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
753000,0.005464798136307887,0.0002958065640987994,0.0019885188437561234,0.0019885188437561234,,,,GCA_020205505.1_ASM2020550v1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,a28aa180c80267d8c07248dfab45d404,0.0008129282582715181,274000,9,2101000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
306000,0.0022207546211291014,0.0014132489213923374,0.0017853125385547677,0.0017853125385547677,,,,GCA_000512025.1_FNI_r1.1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,c031cdca2d3bb9f9e0cfa19960e9ff9a,0.0017579437802685172,246000,10,1855000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
510000,0.0037012577018818355,0.00016529152036236285,0.0013135836157659063,0.0013135836157659063,,,,GCA_003544955.1_Sspon.HiC_chr_asm_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,59e0fb7f42cf48af6ae0dfc05ba0f358,0.000465738538037597,181000,11,1674000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
804000,0.00583492390649607,0.000392035031658678,0.001153921518821984,0.001153921518821984,,,,GCA_010261695.1_La_Amiga3.1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,73767c04d625fb0443ae1675113386f4,0.001982365820462749,159000,12,1515000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
646000,0.004688259755716992,0.0004584813241404926,0.0011466641507790784,0.0011466641507790784,,,,GCA_000347275.4_ASM34727v4_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,7ca050c5581e315942732647bbc664af,0.0018745502240174571,158000,13,1357000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
680000,0.004935010269175781,0.0003845234251177603,0.0011321494146932674,0.0011321494146932674,,,,GCA_003482435.1_Corteva_Sorghum_ONT_TX430_1.0_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,5a5c647771a72abd22a15d39df45edf2,0.0016761277505133142,156000,14,1201000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
271000,0.0019667467396274067,0.0003996510872247186,0.0008345973249341393,0.0008345973249341393,,,,GCA_002141455.1_Co_S7_2014_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,a1af95f9e475528b31792ecebfb4d3db,0.000941786475112163,115000,15,1086000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
497000,0.0036069119173240635,0.00029948067328700457,0.0006386483877756893,0.0006386483877756893,,,,GCA_019338905.1_ASM1933890v1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,8d6effdaf6563113fe51ad7fe9186093,0.0016913851661777418,88000,16,998000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
555000,0.0040278392638125856,0.00041212173112535995,0.0005588173393037281,0.0005588173393037281,,,,GCA_900006705.1_sca_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,c8bf25d7967b207db9f02751b9564677,0.002970487802267205,77000,17,921000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
516000,0.003744801910139269,1.174028249161463e-05,0.0005007583949604836,0.0005007583949604836,,,,GCA_004151065.1_LarixSibirica0.1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,b309a98d23e9e98a80fb2411d43bd10d,8.779689515468333e-05,69000,18,852000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
627000,0.004550369762901786,0.00015042554595236525,0.0004136699784456169,0.0004136699784456169,,,,GCA_009936405.1_ASM993640v1_genomic.fna.gz,db/sourmash/genbank-2022.08-plant-k31.sbt.zip,30b2405466d3e463ee999d369e6079cd,0.0016546810054760177,57000,19,795000,AttbisABBM3_FD_113146.assembled.fna,Ga0157368_1000001,9ce2cb10,137791000
