#
#---,--------------------,---------,--------------------,---------,---------,---,--------,--------,--------,--------,------,-----,----,----,-----,------,---------,---,---,------,------,------,------,------,------,---------------------
#,Current,dir:,/home/gotting/jgi
#,Date:,Fri,Jul,15,15:34:32,2022
#idx,target,name,accession,query,name,accession,clan,name,mdl,mdl,from,mdl,to,seq,from,seq,to,strand,trunc,pass,gc,bias,score,E-value,inc,olp,anyidx,afrct1,afrct2,winidx,wfrct1,wfrct2,description,of,target
#,[ok]
#,Pipeline,mode:,SCAN
#,Program:,cmscan
#,Query,file:,AttcapACBM3_FD/111482.assembled.fna
#,Target,file:,/home/gotting/db/Rfam.cm
#,Version:,1.1.2,(July,2016)
1,Alpha_RBS,RF00140,Ga0157359_1271655,-,-,cm,80,110,1,31,+,5',2,0.48,0.0,43.2,8.3e-07,!,*,-,-,-,-,-,-,Alpha,operon,ribosome,binding,site
1,Alpha_RBS,RF00140,Ga0157359_1331261,-,-,cm,68,110,1,43,+,5',2,0.49,0.0,57.9,8.7e-11,!,*,-,-,-,-,-,-,Alpha,operon,ribosome,binding,site
1,tRNA,RF00005,Ga0157359_1451139,-,CL00001,cm,26,71,1,47,+,5',2,0.68,0.0,31.2,0.0082,!,*,-,-,-,-,-,-,tRNA
1,MicA,RF00078,Ga0157359_1251666,-,-,cm,25,75,1,48,+,5',2,0.44,0.0,46.9,0.00029,!,*,-,-,-,-,-,-,MicA,sRNA
1,P31,RF01676,Ga0157359_1061602,-,-,cm,35,82,1,48,+,5',2,0.50,0.0,40.8,0.00032,!,*,-,-,-,-,-,-,Pseudomonas,sRNA,P31
1,P31,RF01676,Ga0157359_1115921,-,-,cm,35,82,1,48,+,5',2,0.50,0.0,40.8,0.00032,!,*,-,-,-,-,-,-,Pseudomonas,sRNA,P31
1,tmRNA,RF00023,Ga0157359_1004164,-,CL00001,cm,306,354,1,48,+,5',2,0.58,0.0,48.5,1.3e-10,!,*,-,-,-,-,-,-,transfer-messenger,RNA
1,tRNA,RF00005,Ga0157359_1093284,-,CL00001,cm,25,71,1,48,+,5',2,0.54,0.0,29.2,0.03,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,Ga0157359_1239853,-,CL00001,cm,25,71,1,48,+,5',2,0.46,0.0,37.5,0.00014,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,Ga0157359_1248662,-,CL00001,cm,25,71,1,48,+,5',2,0.54,0.0,29.2,0.03,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,Ga0157359_1326820,-,CL00001,cm,25,71,1,48,+,5',2,0.60,0.0,34.4,0.00099,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,Ga0157359_1255667,-,CL00001,cm,24,71,1,49,+,5',2,0.61,0.0,31.6,0.0063,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,Ga0157359_1292984,-,CL00001,cm,23,71,1,49,+,5',2,0.61,0.0,32.7,0.003,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,Ga0157359_1553543,-,CL00001,cm,24,71,1,49,+,5',2,0.59,0.0,30.0,0.017,!,*,-,-,-,-,-,-,tRNA
3,SSU_rRNA_eukarya,RF01960,Ga0157359_1506843,-,CL00111,cm,1803,1851,1,49,+,5',2,0.53,0.0,51.0,7.1e-11,!,=,1,1.000,0.907,",",",Eukaryotic,small,subunit,ribosomal,RNA
4,tRNA,RF00005,Ga0157359_1018102,-,CL00001,cm,24,71,1,49,+,5',2,0.61,0.0,34.0,0.0013,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,Ga0157359_1393004,-,CL00001,cm,23,71,1,50,+,5',2,0.70,0.0,29.5,0.024,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,Ga0157359_1458595,-,CL00001,cm,23,71,1,50,+,5',2,0.60,0.0,31.2,0.0079,!,*,-,-,-,-,-,-,tRNA
2,SdsR_RyeB,RF00111,Ga0157359_1443509,-,CL00105,cm,51,100,1,51,+,5',2,0.47,0.0,46.4,2e-05,!,*,-,-,-,-,-,-,SdsR_RyeB,RNA
1,tRNA,RF00005,Ga0157359_1488390,-,CL00001,cm,21,71,1,52,+,5',2,0.69,0.0,30.6,0.011,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,Ga0157359_1522099,-,CL00001,cm,21,71,1,52,+,5',2,0.40,0.0,30.2,0.015,!,*,-,-,-,-,-,-,tRNA
4,SSU_rRNA_archaea,RF01959,Ga0157359_1506843,-,CL00111,cm,1426,1477,1,52,+,5',2,0.54,0.0,51.3,8e-11,!,=,1,1.000,0.963,",",",Archaeal,small,subunit,ribosomal,RNA
1,P31,RF01676,Ga0157359_1112621,-,-,cm,30,82,1,53,+,5',2,0.53,0.0,44.3,5e-05,!,*,-,-,-,-,-,-,Pseudomonas,sRNA,P31
1,tRNA,RF00005,Ga0157359_1285746,-,CL00001,cm,20,71,1,53,+,5',2,0.68,0.0,31.6,0.0062,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,Ga0157359_1339746,-,CL00001,cm,20,71,1,53,+,5',2,0.62,0.0,34.4,0.001,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,Ga0157359_1396441,-,CL00001,cm,20,71,1,53,+,5',2,0.62,0.0,34.4,0.001,!,*,-,-,-,-,-,-,tRNA
