#---,--------------------,---------,-----------------------,---------,---------,---,--------,--------,--------,--------,------,-----,----,----,-----,------,---------,---,---,------,------,------,------,------,------,---------------------
#idx,target,name,accession,query,name,accession,clan,name,mdl,mdl,from,mdl,to,seq,from,seq,to,strand,trunc,pass,gc,bias,score,E-value,inc,olp,anyidx,afrct1,afrct2,winidx,wfrct1,wfrct2,description,of,target
2,tRNA,RF00005,TRINITY_DN5809_c0_g4_i1,
1,tRNA,RF00005,TRINITY_DN10941_c0_g1_i1,-,CL00001,cm,27,71,1,46,+,5',2,0.48,0.0,33.5,0.00072,!,*,-,-,-,-,-,-,tRNA
1,snoU49,RF01300,TRINITY_DN736_c0_g1_i1,-,CL00062,cm,11,65,1,55,+,5',2,0.47,0.0,35.7,0.00041,!,*,-,-,-,-,-,-,Small,nucleolar,RNA,U49
1,snoU49,RF01300,TRINITY_DN736_c0_g2_i1,-,CL00062,cm,11,65,1,55,+,5',2,0.47,0.0,35.7,0.00041,!,*,-,-,-,-,-,-,Small,nucleolar,RNA,U49
1,tRNA,RF00005,TRINITY_DN6159_c0_g1_i1,-,CL00001,cm,14,71,1,59,+,5',2,0.32,0.0,29.7,0.0083,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6159_c0_g1_i2,-,CL00001,cm,14,71,1,59,+,5',2,0.32,0.0,29.7,0.0083,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6159_c0_g1_i3,-,CL00001,cm,14,71,1,59,+,5',2,0.32,0.0,29.7,0.0083,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6159_c0_g1_i4,-,CL00001,cm,14,71,1,59,+,5',2,0.32,0.0,29.7,0.0083,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6159_c0_g1_i5,-,CL00001,cm,14,71,1,59,+,5',2,0.32,0.0,29.7,0.0083,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6159_c0_g1_i6,-,CL00001,cm,14,71,1,59,+,5',2,0.32,0.0,29.7,0.0083,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6159_c0_g1_i7,-,CL00001,cm,14,71,1,59,+,5',2,0.32,0.0,29.7,0.0083,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6159_c0_g1_i8,-,CL00001,cm,14,71,1,59,+,5',2,0.32,0.0,29.7,0.0083,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN10228_c0_g1_i1,-,CL00001,cm,11,71,1,61,+,5',2,0.33,0.0,41.5,4.2e-06,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,TRINITY_DN4819_c0_g2_i1,-,CL00001,cm,5,71,1,67,+,5',2,0.48,0.0,50.1,1.7e-08,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,TRINITY_DN4819_c0_g2_i2,-,CL00001,cm,5,71,1,67,+,5',2,0.48,0.0,50.1,1.7e-08,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,TRINITY_DN4819_c0_g2_i3,-,CL00001,cm,5,71,1,67,+,5',2,0.48,0.0,50.1,1.7e-08,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,TRINITY_DN4819_c0_g2_i5,-,CL00001,cm,5,71,1,67,+,5',2,0.48,0.0,50.1,1.7e-08,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,TRINITY_DN4819_c0_g2_i6,-,CL00001,cm,5,71,1,67,+,5',2,0.48,0.0,50.1,1.7e-08,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,TRINITY_DN4819_c0_g2_i7,-,CL00001,cm,5,71,1,67,+,5',2,0.48,0.0,50.1,1.7e-08,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6209_c0_g1_i1,-,CL00001,cm,10,71,1,70,+,5',2,0.53,0.0,37.9,4.2e-05,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6209_c0_g1_i2,-,CL00001,cm,10,71,1,70,+,5',2,0.53,0.0,37.9,4.2e-05,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6209_c0_g1_i3,-,CL00001,cm,10,71,1,70,+,5',2,0.53,0.0,37.9,4.2e-05,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6209_c0_g1_i4,-,CL00001,cm,10,71,1,70,+,5',2,0.53,0.0,37.9,4.2e-05,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6209_c0_g1_i5,-,CL00001,cm,10,71,1,70,+,5',2,0.53,0.0,37.9,4.2e-05,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6209_c0_g1_i6,-,CL00001,cm,10,71,1,70,+,5',2,0.53,0.0,37.9,4.2e-05,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6209_c0_g1_i7,-,CL00001,cm,10,71,1,70,+,5',2,0.53,0.0,37.9,4.2e-05,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN6209_c0_g1_i8,-,CL00001,cm,10,71,1,70,+,5',2,0.53,0.0,37.9,4.2e-05,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN10217_c0_g2_i1,-,CL00001,cm,1,71,1,74,+,no,1,0.58,0.0,68.6,1.2e-13,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,TRINITY_DN11277_c0_g1_i1,-,CL00001,cm,12,71,1,75,+,5',2,0.57,0.0,36.0,0.00015,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN4740_c0_g1_i1,-,CL00001,cm,10,71,1,80,+,5',2,0.52,0.0,32.2,0.0017,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN4740_c0_g1_i2,-,CL00001,cm,10,71,1,80,+,5',2,0.52,0.0,32.2,0.0017,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN4740_c0_g1_i3,-,CL00001,cm,10,71,1,80,+,5',2,0.52,0.0,32.2,0.0017,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN4740_c0_g1_i4,-,CL00001,cm,10,71,1,80,+,5',2,0.52,0.0,32.2,0.0017,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN4740_c0_g1_i5,-,CL00001,cm,10,71,1,80,+,5',2,0.52,0.0,32.2,0.0017,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN4740_c0_g1_i6,-,CL00001,cm,10,71,1,80,+,5',2,0.52,0.0,32.2,0.0017,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN4740_c0_g1_i7,-,CL00001,cm,10,71,1,80,+,5',2,0.52,0.0,32.2,0.0017,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN4740_c0_g1_i8,-,CL00001,cm,10,71,1,80,+,5',2,0.52,0.0,32.2,0.0017,!,*,-,-,-,-,-,-,tRNA
1,LSU_rRNA_eukarya,RF02543,TRINITY_DN8770_c0_g1_i1,-,CL00112,cm,3320,3401,1,81,+,5',2,0.59,0.0,56.0,5.9e-10,!,*,-,-,-,-,-,-,Eukaryotic,large,subunit,ribosomal,RNA
1,tRNA,RF00005,TRINITY_DN5650_c0_g3_i1,-,CL00001,cm,1,71,1,83,+,no,1,0.53,0.0,61.2,1.3e-11,!,*,-,-,-,-,-,-,tRNA
1,5_8S_rRNA,RF00002,TRINITY_DN4922_c0_g2_i1,-,CL00112,cm,66,154,1,91,+,5',2,0.55,0.0,66.5,9.3e-15,!,*,-,-,-,-,-,-,5.8S,ribosomal,RNA
1,tRNA,RF00005,TRINITY_DN4428_c0_g2_i1,-,CL00001,cm,6,71,1,97,+,5',2,0.43,0.0,35.2,0.00025,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,TRINITY_DN4428_c0_g3_i1,-,CL00001,cm,6,71,1,97,+,5',2,0.43,0.0,35.2,0.00025,!,*,-,-,-,-,-,-,tRNA
1,rmf,RF01755,TRINITY_DN8863_c0_g1_i1,-,-,cm,29,132,1,103,+,5',2,0.66,0.1,90.6,7e-18,!,*,-,-,-,-,-,-,rmf,RNA
1,SSU_rRNA_eukarya,RF01960,TRINITY_DN1620_c0_g1_i1,-,CL00111,cm,1745,1851,1,108,+,5',2,0.54,0.0,85.7,7.8e-22,!,*,-,-,-,-,-,-,Eukaryotic,small,subunit,ribosomal,RNA
1,tRNA,RF00005,TRINITY_DN6684_c0_g3_i8,-,CL00001,cm,8,71,1,110,+,5',2,0.55,0.0,38.9,2.3e-05,!,*,-,-,-,-,-,-,tRNA
1,S15,RF00114,TRINITY_DN9318_c0_g1_i1,-,CL00121,cm,8,117,1,112,+,5',2,0.40,0.0,97.1,3.1e-22,!,*,-,-,-,-,-,-,Ribosomal,S15,leader
2,LSU_rRNA_archaea,RF02540,TRINITY_DN6138_c0_g8_i1,-,CL00112,cm,441,552,1,116,+,5',4,0.48,0.0,59.9,6.7e-15,!,=,1,1.000,0.520,",",",Archaeal,large,subunit,ribosomal,RNA
2,SSU_rRNA_eukarya,RF01960,TRINITY_DN4922_c0_g1_i11,-,CL00111,cm,1728,1851,1,128,+,5',2,0.55,0.0,95.1,1e-24,!,*,-,-,-,-,-,-,Eukaryotic,small,subunit,ribosomal,RNA
2,SSU_rRNA_eukarya,RF01960,TRINITY_DN4922_c0_g1_i12,-,CL00111,cm,1728,1851,1,128,+,5',2,0.55,0.0,95.1,1e-24,!,*,-,-,-,-,-,-,Eukaryotic,small,subunit,ribosomal,RNA
3,SSU_rRNA_eukarya,RF01960,TRINITY_DN4922_c0_g1_i14,-,CL00111,cm,1728,1851,1,128,+,5',2,0.55,0.0,95.1,1e-24,!,*,-,-,-,-,-,-,Eukaryotic,small,subunit,ribosomal,RNA
5,SSU_rRNA_eukarya,RF01960,TRINITY_DN4922_c0_g1_i13,-,CL00111,cm,1728,1851,1,128,+,5',2,0.55,0.0,95.1,1e-24,!,*,-,-,-,-,-,-,Eukaryotic,small,subunit,ribosomal,RNA
5,SSU_rRNA_eukarya,RF01960,TRINITY_DN4922_c0_g1_i2,-,CL00111,cm,1728,1851,1,128,+,5',2,0.55,0.0,95.1,1e-24,!,*,-,-,-,-,-,-,Eukaryotic,small,subunit,ribosomal,RNA
5,SSU_rRNA_eukarya,RF01960,TRINITY_DN4922_c0_g1_i3,-,CL00111,cm,1728,1851,1,128,+,5',2,0.55,0.0,95.1,1e-24,!,*,-,-,-,-,-,-,Eukaryotic,small,subunit,ribosomal,RNA
5,SSU_rRNA_eukarya,RF01960,TRINITY_DN4922_c0_g1_i4,-,CL00111,cm,1728,1851,1,128,+,5',2,0.55,0.0,95.1,1e-24,!,*,-,-,-,-,-,-,Eukaryotic,small,subunit,ribosomal,RNA
5,SSU_rRNA_eukarya,RF01960,TRINITY_DN4922_c0_g1_i6,-,CL00111,cm,1728,1851,1,128,+,5',2,0.55,0.0,95.1,1e-24,!,*,-,-,-,-,-,-,Eukaryotic,small,subunit,ribosomal,RNA
5,SSU_rRNA_eukarya,RF01960,TRINITY_DN4922_c0_g1_i7,-,CL00111,cm,1728,1851,1,128,+,5',2,0.55,0.0,95.1,1e-24,!,*,-,-,-,-,-,-,Eukaryotic,small,subunit,ribosomal,RNA
5,SSU_rRNA_eukarya,RF01960,TRINITY_DN4922_c0_g1_i8,-,CL00111,cm,1728,1851,1,128,+,5',2,0.55,0.0,95.1,1e-24,!,*,-,-,-,-,-,-,Eukaryotic,small,subunit,ribosomal,RNA
3,SSU_rRNA_archaea,RF01959,TRINITY_DN9803_c0_g1_i1,-,CL00111,cm,632,824,1,195,+,5',4,0.40,0.0,62.7,1.3e-14,!,=,1,1.000,0.956,",",",Archaeal,small,subunit,ribosomal,RNA
4,SSU_rRNA_bacteria,RF00177,TRINITY_DN9803_c0_g1_i1,-,CL00111,cm,681,869,1,195,+,5',4,0.40,0.0,56.6,3.7e-14,!,=,1,1.000,0.956,",",",Bacterial,small,subunit,ribosomal,RNA
1,SSU_rRNA_eukarya,RF01960,TRINITY_DN9803_c0_g1_i1,-,CL00111,cm,922,1128,1,204,+,5'&3',4,0.41,0.0,165.1,4.8e-46,!,^,-,-,-,-,-,-,Eukaryotic,small,subunit,ribosomal,RNA
2,SSU_rRNA_microsporidia,RF02542,TRINITY_DN9803_c0_g1_i1,-,CL00111,cm,564,751,1,204,+,5'&3',4,0.41,0.0,97.5,6.6e-26,!,=,1,1.000,1.000,",",",Microsporidia,small,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,TRINITY_DN10174_c0_g1_i1,-,CL00112,cm,286,508,1,206,+,5'&3',4,0.58,0.0,131.1,6.9e-40,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,TRINITY_DN10174_c0_g1_i1,-,CL00112,cm,288,500,1,206,+,5'&3',4,0.58,0.0,81.5,9.6e-22,!,=,1,1.000,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
2,U3,RF00012,TRINITY_DN18_c0_g1_i1,-,CL00100,cm,12,218,1,207,+,5',2,0.55,0.0,56.8,1.9e-10,!,=,1,1.000,0.995,",",",Small,nucleolar,RNA,U3
2,U3,RF00012,TRINITY_DN18_c0_g2_i1,-,CL00100,cm,12,218,1,207,+,5',2,0.55,0.0,60.3,2.3e-11,!,=,1,1.000,0.995,",",",Small,nucleolar,RNA,U3
2,U3,RF00012,TRINITY_DN18_c0_g3_i1,-,CL00100,cm,12,218,1,207,+,5',2,0.55,0.0,58.0,9.2e-11,!,=,1,1.000,0.995,",",",Small,nucleolar,RNA,U3
1,Plant_U3,RF01847,TRINITY_DN18_c0_g1_i1,-,CL00100,cm,13,221,1,208,+,5',2,0.55,0.0,166.4,4.1e-46,!,^,-,-,-,-,-,-,Plant,small,nucleolar,RNA,U3
1,Plant_U3,RF01847,TRINITY_DN18_c0_g2_i1,-,CL00100,cm,13,221,1,208,+,5',2,0.55,0.0,172.4,6.1e-48,!,^,-,-,-,-,-,-,Plant,small,nucleolar,RNA,U3
